number,ministry,ministry_party,ministry_from,ministry_to,level,job,person,job_from,job_to,comment,,
51,Hawke Ministry ,ALP,4.4.1990,20.12.1991,Other ministers/Parliamentary secretaries,Minister for Resources,"Griffiths, AG",4.4.1990,20.12.1991,,,
51,Hawke Ministry ,ALP,4.4.1990,20.12.1991,Other ministers/Parliamentary secretaries,Minister Assisting the Minister for Primary Industries and Energy,"Blewett, N",4.4.1990,20.12.1991,,,
51,Hawke Ministry ,ALP,4.4.1990,20.12.1991,Other ministers/Parliamentary secretaries,Minister for Housing and Aged Care,"Staples, PR",4.4.1990,7.5.1990 ,,,
51,Hawke Ministry ,ALP,4.4.1990,20.12.1991,Other ministers/Parliamentary secretaries,"Minister for Aged, Family and Health Services","Staples, PR",7.5.1990,20.12.1991,,,
51,Hawke Ministry ,ALP,4.4.1990,20.12.1991,Other ministers/Parliamentary secretaries,Minister for Veterans' Affairs,"Humphreys, BC",4.4.1990,20.12.1991,,,
51,Hawke Ministry ,ALP,4.4.1990,20.12.1991,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Minister for Social Security,"Sciacca, CA",4.4.1990,20.12.1991,,,
51,Hawke Ministry ,ALP,4.4.1990,20.12.1991,Other ministers/Parliamentary secretaries,Minister for Defence Science and Personnel,"Bilney, GN",4.4.1990,20.12.1991,,,
51,Hawke Ministry ,ALP,4.4.1990,20.12.1991,Other ministers/Parliamentary secretaries,Minister for Local Government ,"Fatin, WF",4.4.1990,20.12.1991,,,
51,Hawke Ministry ,ALP,4.4.1990,20.12.1991,Other ministers/Parliamentary secretaries,"Minister for the Arts, Tourism and Territories","Simmons, DW",4.4.1990,20.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Prime Minister,"Keating, PJ",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Deputy Prime Minister,"Howe, BL",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,"Minister for Health, Housing and Community Services","Howe, BL",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Treasurer,"Willis, R",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Treasurer,"Dawkins, JS",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,"Minister for Industry, Technology and Commerce","Button, Senator JN",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Foreign Affairs and Trade,"Evans, Senator GJ",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Finance,"Beazley, KC",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Finance,"Willis, R",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Attorney-General,"Duffy, MJ",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,"Minister for Employment, Education and Training","Dawkins, JS",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,"Minister for Employment, Education and Training","Beazley, KC",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Transport and Communications,"Kerin, JC",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Transport and Communications,"Richardson, Senator GF",27.12.1991,19.5.1992,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Transport and Communications,"Collins, Senator RL",27.5.1992,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Primary Industries and Energy,"Crean, SF",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Social Security,"Richardson, Senator GF",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Social Security,"Blewett, N",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Vice-President of Executive Council,"Richardson, Senator GF",20.12.1991,18.5.1992,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Vice-President of Executive Council,"Willis, R",27.5.1992,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Defence,"Ray, Senator RF",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,"Minister for Immigration, Local Government and Ethnic Affairs","Hand, GL",27.5.1992,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,"Minister for the Arts, Sport, the Environment, Tourism and Territories","Kelly, RJ",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,"Minister for the Arts, Sport, the Environment and Territories","Kelly, RJ",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Industrial Relations ,"Cook, Senator PFS",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Administrative Services ,"Bolkus, Senator N",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Minister,Minister for Tourism,"Griffiths, AG",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for Commonwealth-State Relations,"Howe, BL",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for Science,"Free, RV",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Northern Australia,"Collins, Senator RL",20.12.1991,27.5.1992,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Northern Australia,"Humphreys, BC",27.5.1992,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for Social Justice,"Howe, BL",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for the Status of Women,"Fatin, WF",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for Public Service Matters,"Cook, Senator PFS",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for Multicultural Affairs,"Hand, GL",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for Aboriginal Reconciliation,"Tickner, RE",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Prime Minister,"Price, LRS",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Prime Minister,"Brereton, LJ",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister,"Free, RV",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,"Minister for Aged, Family and Health Services","Staples, PR",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Veterans' Affairs,"Humphreys, BC",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,"Parliamentary Secretary to the Minister for Health, Housing and Community Services","Johns, GT",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Treasurer,"Free, RV",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Treasurer,"Baldwin, PJ",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Treasurer,"McMullan, Senator RF",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Science and Technology,"Free, RV",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Small Business and Customs,"Beddall, DP",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,"Minister for Small Business, Construction and Customs","Beddall, DP",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,"Minister Assisting the Minister for Industry, Technology and Commerce","Blewett, N",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Trade and Overseas Development,"Blewett, N",20.12.1991,27.12.1991,This office was a Cabinet porfolio until 27.12.1991.,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Trade and Overseas Development,"Kerin, JC",27.12.1991,24.3.1993,This office was a Cabinet porfolio until 27.12.1991.,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Minister for Foreign Affairs and Trade,"Martin, SP",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Justice and Consumer Affairs,"Tate, Senator MC",20.12.1991,27.5.1992,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Justice,"Tate, Senator MC",27.5.1992,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Consumer Affairs,"McHugh, J",27.5.1992,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Attorney-General,"Duncan, P",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Higher Education and Employment Services,"Baldwin, PJ",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Aboriginal and Torres Strait Islander Affairs,"Tickner, RE",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,"Parliamentary Secretary to the Minister for Employment, Education and Training","Snowdon, WE",27.5.1992,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Shipping and Aviation Support,"Collins, Senator RL",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Shipping and Aviation Support,"Cook, Senator PFS",27.5.1992,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Shipping and Aviation,"Collins, Senator RL",27.12.1991,27.5.1992,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Land Transport,"Brown, RJ",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Minister for Transport and Communications,"Snowdon, WE",20.12.1991,27.5.1992,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Resources,"Griffiths, AG",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Minister for Primary Industries and Energy,"Blewett, N",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Family Support,"Simmons, DW",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Minister for Social Security,"Sciacca, CA",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Defence Science and Personnel,"Bilney, GN",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Minister for Defence,"Price, LRS",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister Assisting the Minister for Immigration,"Tate, Senator MJ",20.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Local Government,"Fatin, WF",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for Local Government,"Simmons, DW",27.12.1991,24.3.1993,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,"Minister for the Arts, Tourism and Territories","Simmons, DW",20.12.1991,27.12.1991,,,
52,Keating Ministry ,ALP,20.12.1991,24.3.1993,Other ministers/Parliamentary secretaries,Minister for the Arts and Territories ,"Fatin, WF",27.12.1991,24.3.1993,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Prime Minister,"Keating, PJ",24.3.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Deputy Prime Minister,"Howe, BL",24.3.1993,20.6.1995,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Deputy Prime Minister,"Beazley, KC",20.6.1995,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,"Minister for Housing, Local Government and Community Services","Howe, BL",24.3.1993,23.12.1993,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,"Minister for Housing, Local Government and Human Services","Howe, BL",23.12.1993,25.3.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Housing and Regional Development,"Howe, BL",25.3.1994,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Health,"Richardson, Senator GF",24.3.1993,25.3.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Human Services and Health,"Lawrence, CM",25.3.1994,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Foreign Affairs,"Evans, Senator GJ",24.3.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Trade,"Cook, Senator PFS",24.3.1993,30.1.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Trade,"McMullan, Senator RF",30.1.1994,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Defence,"Ray, Senator RF",24.3.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Treasurer,"Dawkins, JS",24.3.1993,23.12.1993,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Treasurer,"Willis, R",23.12.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Finance,"Willis, R",24.3.1993,23.12.1993,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Finance,"Beazley, KC",23.12.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,"Minister for Employment, Education and Training","Beazley, KC ",24.3.1993,23.12.1993,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,"Minister for Employment, Education and Training","Crean, SF",23.12.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,"Minister for the Environment, Sport and Territories","Richardson, Senator GF",1.3.1994,25.3.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,"Minister for the Environment, Sport and Territories","Faulkner, Senator JP",25.3.1994,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Immigration and Ethnic Affairs,"Bolkus, Senator N",24.3.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Primary Industries and Energy,"Crean, SF",24.3.1993,23.12.1993,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Primary Industries and Energy,"Collins, Senator RL",23.12.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,"Minister for Industry, Technology and Regional Development","Griffiths, AG",24.3.1993,23.1.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,"Minister for Industry, Technology and Regional Development","Cook, Senator PFS",30.1.1994,25.3.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,"Minister for Industry, Science and Technology","Cook, Senator PFS",25.3.1994,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Transport and Communications,"Collins, Senator RL",24.3.1993,23.12.1993,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Transport,"Brereton, LJ",23.12.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Communications,"Lee, MJ",23.12.1993,30.1.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Communications and the Arts,"Lee, MJ",30.1.1994,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Social Security,"Baldwin, PJ",24.3.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for the Arts and Administrative Services,"McMullan, Senator RF",24.3.1993,30.1.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Administrative Services,"McMullan, Senator RF",30.1.1994,25.3.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Administrative Services,"Walker, FJ",25.3.1994,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Industrial Relations,"Brereton, LJ",24.3.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Attorney-General,"Kerr, DJC",1.4.1993,27.4.1993,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Attorney-General,"Lavarch, MH",27.4.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Minister,Minister for Tourism,"Lee, MJ",24.3.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Other ministers/Parliamentary secretaries,Special Minister of State,"Walker, FJ",24.3.1993,25.3.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Other ministers/Parliamentary secretaries,Vice-President of Executive Council,"Johns, GT",25.3.1994,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Other ministers/Parliamentary secretaries,Minister for Aboriginal and Torres Strait Islander Affairs,"Tickner, RE",24.3.1993,11.3.1996,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for the Status of Women,"Crowley, Senator RA",24.3.1993,23.12.1993,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for the Status of Women,"Kelly, RJ",23.12.1993,1.3.1994,,,
53,Keating Ministry ,ALP,24.3.1993,11.3.1996,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for the Status of Women,"Lawrence, CM",25.3.1994,11.3.1996,,,
