title,person,file,type,date,uniqueID
Prime Minister,The Hon Julia Gillard MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Gillard1961
Treasurer,The Hon Wayne Swan MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Swan1954
Deputy Prime Minister,The Hon Wayne Swan MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Swan1954
"Minister for Broadband, Communications and the Digital Economy",Senator the Hon Stephen Conroy,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Conroy1963
Minister Assisting the Prime Minister on Digital Productivity,Senator the Hon Stephen Conroy,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Conroy1963
Leader of the Government in the Senate,Senator the Hon Stephen Conroy,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Conroy1963
Minister for Finance and Deregulation,Senator the Hon Penny Wong,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Wong1968
Deputy Leader of the Government in the Senate,Senator the Hon Penny Wong,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Wong1968
Minister for Defence,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Smith1955
Deputy Leader of the House,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Smith1955
Minister for Infrastructure and Transport,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Albanese1963
Minister for Regional Development and Local Government,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Albanese1963
Leader of the House,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Albanese1963
Attorney-General,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Dreyfus1956
Minister for Emergency Management,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Dreyfus1956
Special Minister of State,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Dreyfus1956
Minister for the Public Service and Integrity,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Dreyfus1956
"Minister for Families, Community Services and Indigenous Affairs",The Hon Jenny Macklin MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Macklin1953
Minister for Disability Reform,The Hon Jenny Macklin MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Macklin1953
Minister for Foreign Affairs,Senator the Hon Bob Carr,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Carr1947
"Minister for Sustainability, Environment, Water, Population and Communities",The Hon Tony Burke MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Burke1969
Minister for the Arts,The Hon Tony Burke MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Burke1969
Vice-President of the Executive Council,The Hon Tony Burke MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Burke1969
"Minister for School Education, Early Childhood and Youth",The Hon Peter Garrett MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Garrett1953
"Minister for Agriculture, Fisheries and Forestry",Senator the Hon Joseph Ludwig,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Ludwig1959
Minister Assisting on Queensland Floods Recovery,Senator the Hon Joseph Ludwig,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Ludwig1959
"Minister for Tertiary Education, Skills, Science and Research",The Hon Craig Emerson MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Emerson1954
Minister for Trade and Competitiveness,The Hon Craig Emerson MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Emerson1954
Minister Assisting the Prime Minister on Asian Century Policy,The Hon Craig Emerson MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Emerson1954
"Minister for Climate Change, Industry and Innovation",The Hon Greg Combet MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Combet1958
Minister for Health,The Hon Tanya Plibersek MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Plibersek1969
Minister for Employment and Workplace Relations,The Hon Bill Shorten MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Shorten1967
Minister for Financial Services and Superannuation,The Hon Bill Shorten MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Shorten1967
Minister for Mental Health and Ageing,The Hon Mark Butler MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Butler1970
Minister for Social Inclusion,The Hon Mark Butler MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Butler1970
Minister for Housing and Homelessness,The Hon Mark Butler MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Butler1970
Minister Assisting the Prime Minister on Mental Health Reform,The Hon Mark Butler MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Butler1970
Minister for Immigration and Citizenship,The Hon Brendan O'Connor MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,OConnor1962
Minister for Resources and Energy,The Hon Gary Gray MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Gray1958
Minister for Tourism,The Hon Gary Gray MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Gray1958
Minister for Small Business,The Hon Gary Gray MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Gray1958
Minister for Home Affairs,The Hon Jason Clare MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Clare1972
Minister for Justice,The Hon Jason Clare MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Clare1972
Cabinet Secretary,The Hon Jason Clare MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Cabinet,28 June 2013 - 1 July 2013,Clare1972
Minister for Early Childhood and Childcare,The Hon Kate Ellis MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Ellis1977
Minister for Employment Participation,The Hon Kate Ellis MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Ellis1977
Minister for Veterans' Affairs,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Snowdon1950
Minister for Defence Science and Personnel,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Snowdon1950
Minister for Indigenous Health,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Snowdon1950
Minister Assisting the Prime Minister on the Centenary of ANZAC,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Snowdon1950
Minister for Community Services,The Hon Julie Collins MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Collins1971
Minister for Indigenous Employment and Economic Development,The Hon Julie Collins MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Collins1971
Minister for the Status of Women,The Hon Julie Collins MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Collins1971
Assistant Treasurer,The Hon David Bradbury MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Bradbury1976
Minister Assisting for Deregulation,The Hon David Bradbury MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Bradbury1976
Minister for Sport,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Lundy1967
Minister for Multicultural Affairs,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Lundy1967
Minister Assisting for Industry and Innovation,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Lundy1967
Minister for Defence Materiel,The Hon Mike Kelly MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Kelly1960
Minister for Human Services,Senator the Hon Jan McLucas,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,McLucas1958
Minister for Science and Research,Senator the Hon Don Farrell,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Farrell1954
Minister Assistingfor Tourism,Senator the Hon Don Farrell,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Farrell1954
"Minister for Regional Services, Local Communities and Territories",The Hon Catherine King MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,King1966
Minister for Road Safety,The Hon Catherine King MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,King1966
Minister for Higher Education and Skills,The Hon Sharon Bird MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Outer Ministry,28 June 2013 - 1 July 2013,Bird1962
Parliamentary Secretary for School Education and Workplace Relations,Senator the Hon Jacinta Collins,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Collins1962
Manager of Government Business in the Senate,Senator the Hon Jacinta Collins,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Collins1962
Parliamentary Secretary for Defence,Senator the Hon David Feeney,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Feeney1970
"Parliamentary Secretary for Agriculture, Fisheries and Forestry",The Hon Sid Sidebottom MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Sidebottom1951
Parliamentary Secretary to the Treasurer,The Hon Bernie Ripoll MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Ripoll1966
Parliamentary Secretary for Small Business,The Hon Bernie Ripoll MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Ripoll1966
"Parliamentary Secretary for Climate Change, Industry and Innovation",The Hon Yvette D'Ath MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,DAth1970
Parliamentary Secretary for Trade,The Hon Kelvin Thomson MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Thomson1955
"Parliamentary Secretary for Mental Health, Homelessness and Social Housing",The Hon Melissa Parke MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Parke1966
Parliamentary Secretary to the Prime Minister,The Hon Andrew Leigh MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Leigh1972
Parliamentary Secretary for Pacific Island Affairs,Senator the Hon Matt Thistlethwaite,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Thistlethwaite1972
Parliamentary Secretary for Multicultural Affairs,Senator the Hon Matt Thistlethwaite,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Thistlethwaite1972
Parliamentary Secretary for Sustainability and Urban Water,The Hon Amanda Rishworth MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Rishworth1978
Parliamentary secretary for Disabilities and Carers,The Hon Amanda Rishworth MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Rishworth1978
Parliamentary Secretary to the Attorney-General,The Hon Shayne Neumann MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Neumann1961
Parliamentary Secretary for Health and Ageing,The Hon Shayne Neumann MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Neumann1961
Parliamentary Secretary for the Arts,The Hon Michael Danby MP,inputs/data/australia/ministry_lists/2013-03-25-2013-07-01.html,Parliamentary Secretaries,28 June 2013 - 1 July 2013,Danby1955
Prime Minister,The Hon Kevin Rudd MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Rudd1957
Deputy Prime Minister,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Albanese1963
Treasurer,The Hon Chris Bowen MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Bowen1973
Minister for Infrastructure and Transport,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Albanese1963
"Minister for Broadband, Communications and the Digital Economy",The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Albanese1963
Leader of the House,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Albanese1963
Minister for Finance and Deregulation,Senator the Hon Penny Wong,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Wong1968
Leader of the Government in the Senate,Senator the Hon Penny Wong,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Wong1968
Minister for Mental Health and Ageing,Senator the Hon Jacinta Collins,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Collins1962
Deputy Leader of the Government in the Senate,Senator the Hon Jacinta Collins,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Collins1962
Manager of Government Business in the Senate,Senator the Hon Jacinta Collins,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Collins1962
Minister for Defence,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Smith1955
Deputy Leader of the House,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Smith1955
"Minister for Families, Community Services and Indigenous Affairs",The Hon Jenny Macklin MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Macklin1953
Minister for Disability Reform,The Hon Jenny Macklin MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Macklin1953
Minister for Foreign Affairs,Senator the Hon Bob Carr,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Carr1947
"Minister for Immigration, Multicultural Affairs and Citizenship",The Hon Tony Burke MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Burke1969
Minister for the Arts,The Hon Tony Burke MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Burke1969
Vice-President of the Executive Council,The Hon Tony Burke MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Burke1969
Minister for Education,The Hon Bill Shorten MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Shorten1967
Minister for Workplace Relations,The Hon Bill Shorten MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Shorten1967
Minister for Health and Medical Research,The Hon Tanya Plibersek MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Plibersek1969
Minister for Climate Change,The Hon Mark Butler MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Butler1970
"Minister for the Environment, Heritage and Water",The Hon Mark Butler MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Butler1970
Minister for Employment,The Hon Brendan O'Connor MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,OConnor1962
Minister for Skills and Training,The Hon Brendan O'Connor MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,OConnor1962
Attorney-General,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Dreyfus1956
Special Minister of State,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Dreyfus1956
Minister for Emergency Management,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Dreyfus1956
Minister for the Public Service and Integrity,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Dreyfus1956
Minister for Resources and Energy,The Hon Gary Gray MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Gray1958
Minister for Tourism,The Hon Gary Gray MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Gray1958
Minister for Small Business,The Hon Gary Gray MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Gray1958
"Minister for Innovation, Industry, Science and Research",Senator the Hon Kim Carr,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Carr1955
Minister for Higher Education,Senator the Hon Kim Carr,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Carr1955
Minister for Housing and Homelessness,The Hon Julie Collins MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Collins1971
Minister for Community Services,The Hon Julie Collins MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Collins1971
Minister for the Status of Women,The Hon Julie Collins MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Collins1971
Minister for Indigenous Employment and Economic Development,The Hon Julie Collins MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Collins1971
"Minister for Regional Australia, Local Government and Territories",The Hon Catherine King MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,King1966
"Minister for Agriculture, Fisheries and Forestry",The Hon Joel Fitzgibbon MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Fitzgibbon1962
Minister for Trade,The Hon Richard Marles MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Marles1967
Minister for Home Affairs,The Hon Jason Clare MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Clare1972
Minister for Justice,The Hon Jason Clare MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Clare1972
"Minister for Early Childhood, Childcare and Youth",The Hon Kate Ellis MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Ellis1977
Minister for Employment Participation,The Hon Kate Ellis MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Ellis1977
Minister for Indigenous Health,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Snowdon1950
Minister for Defence Science and Personnel,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Snowdon1950
Minister for Veterans' Affairs,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Snowdon1950
Minister Assisting the Prime Minister on the Centenary of ANZAC,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Snowdon1950
Assistant Treasurer,The Hon David Bradbury MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Bradbury1976
Minister for Competition Policy and Consumer Affairs,The Hon David Bradbury MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Bradbury1976
Minister Assisting for Deregulation,The Hon David Bradbury MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Bradbury1976
Minister Assisting for Financial Services and Superannuation,The Hon David Bradbury MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Bradbury1976
Minister for Multicultural Affairs,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Lundy1967
Minister Assisting for Innovation and Industry,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Lundy1967
Minister Assisting for the Digital Economy,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Lundy1967
Minister for Defence Materiel,The Hon Mike Kelly MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Kelly1960
Minister for Human Services,Senator the Hon Jan McLucas,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,McLucas1958
Minister for Sport,Senator the Hon Don Farrell,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Farrell1954
Minister Assisting on Tourism,Senator the Hon Don Farrell,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Farrell1954
Minister for Regional Development,The Hon Sharon Bird MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Bird1962
Minister for Regional Communications,The Hon Sharon Bird MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Bird1962
Minster for Road Safety,The Hon Sharon Bird MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Bird1962
Minister for International Development,The Hon Melissa Parke MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Ministry,1 July 2013 - 18 September 2013,Parke1966
Parliamentary Secretary for Defence,Senator the Hon David Feeney,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Parliamentary Secretaries,1 July 2013 - 18 September 2013,Feeney1970
"Parliamentary Secretary for Agriculture, Fisheries and Forestry",The Hon Sid Sidebottom MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Parliamentary Secretaries,1 July 2013 - 18 September 2013,Sidebottom1951
Parliamentary Secretary to the Treasurer,The Hon Bernie Ripoll MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Parliamentary Secretaries,1 July 2013 - 18 September 2013,Ripoll1966
Parliamentary Secretary for Small Business,The Hon Bernie Ripoll MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Parliamentary Secretaries,1 July 2013 - 18 September 2013,Ripoll1966
"Parliamentary Secretary for Climate Change, Innovation and Industry",The Hon Yvette D'Ath MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Parliamentary Secretaries,1 July 2013 - 18 September 2013,DAth1970
Parliamentary Secretary for Schools,The Hon Kelvin Thomson MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Parliamentary Secretaries,1 July 2013 - 18 September 2013,Thomson1955
Parliamentary Secretary for Environment and Urban Water,The Hon Amanda Rishworth MP,inputs/data/australia/ministry_lists/2013-07-01-2013-09-18.html,Parliamentary Secretaries,1 July 2013 - 18 September 2013,Rishworth1978
