title,person,file,type,date,uniqueID
Prime Minister,The Hon Julia Gillard MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Gillard1961
Treasurer,The Hon Wayne Swan MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Swan1954
Deputy Prime Minister,The Hon Wayne Swan MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Swan1954
Minister for Foreign Affairs,The Hon Kevin Rudd MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Rudd1957
"Minister for Tertiary Education, Skills, Jobs and Workplace Relations",Senator the Hon Chris Evans,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Evans1958
Leader of the Government in the Senate,Senator the Hon Chris Evans,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Evans1958
"Minister for Regional Australia, Regional Development and Local Government",The Hon Simon Crean MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Crean1949
Minister for the Arts,The Hon Simon Crean MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Crean1949
Minister for Defence,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Smith1955
Deputy Leader of the House,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Smith1955
Minister for Health and Ageing,The Hon Nicola Roxon MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Roxon1967
"Minister for Families, Housing, Community Services and Indigenous Affairs",The Hon Jenny Macklin MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Macklin1953
Minister for Infrastructure and Transport,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Albanese1963
Leader of the House,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Albanese1963
"Minister for Broadband, Communications and the Digital Economy",Senator the Hon Stephen Conroy,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Conroy1963
Minister Assisting the Prime Minister on Digital Productivity,Senator the Hon Stephen Conroy,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Conroy1963
Deputy Leader of the Government in the Senate,Senator the Hon Stephen Conroy,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Conroy1963
"Minister for Innovation, Industry, Science and Research",Senator the Hon Kim Carr,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Carr1955
Minister for Finance and Deregulation,Senator the Hon Penny Wong,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Wong1968
"Minister for School Education, Early Childhood and Youth",The Hon Peter Garrett MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Garrett1953
Attorney-General,The Hon Robert McClelland MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,McClelland1958
Vice-President of the Executive Council,The Hon Robert McClelland MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,McClelland1958
"Minister for Agriculture, Fisheries and Forestry",Senator the Hon Joseph Ludwig,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Ludwig1959
Minister Assisting the Attorney-General on Queensland Floods Recovery,Senator the Hon Joseph Ludwig,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Ludwig1959
Manager of Government Business in the Senate,Senator the Hon Joseph Ludwig,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Ludwig1959
"Minister for Sustainability, Environment, Water, Population and Communities",The Hon Tony Burke MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Burke1969
Minister for Resources and Energy,The Hon Martin Ferguson MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Ferguson1953
Minister for Tourism,The Hon Martin Ferguson MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Ferguson1953
Minister for Immigration and Citizenship,The Hon Chris Bowen MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Bowen1973
Minister for Trade,The Hon Craig Emerson MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Emerson1954
Minister for Climate Change and Energy Efficiency,The Hon Greg Combet MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Cabinet,21 February 2011 - 3 March 2011,Combet1958
Minister for Human Services,The Hon Tanya Plibersek MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Plibersek1969
Minister for Social Inclusion,The Hon Tanya Plibersek MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Plibersek1969
Minister for Home Affairs,The Hon Brendan O'Connor MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,OConnor1962
Minister for Justice,The Hon Brendan O'Connor MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,OConnor1962
Minister for Privacy and Freedom of Information,The Hon Brendan O'Connor MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,OConnor1962
Minister for Employment Participation and Childcare,The Hon Kate Ellis MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Ellis1977
Minister for the Status of Women,The Hon Kate Ellis MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Ellis1977
Minister for Indigenous Employment and Economic Development,Senator the Hon Mark Arbib,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Arbib1971
Minister for Sport,Senator the Hon Mark Arbib,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Arbib1971
Minister for Social Housing and Homelessness,Senator the Hon Mark Arbib,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Arbib1971
Minister for Small Business,Senator the Hon Nick Sherry,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Sherry1955
Minister Assisting on Deregulation and Public Sector Superannuation,Senator the Hon Nick Sherry,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Sherry1955
Minister Assisting the Minister for Tourism,Senator the Hon Nick Sherry,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Sherry1955
Minister for Veterans' Affairs,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Snowdon1950
Minister for Defence Science and Personnel,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Snowdon1950
Minister for Indigenous Health,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Snowdon1950
Assistant Treasurer,The Hon Bill Shorten MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Shorten1967
Minister for Financial Services and Superannuation,The Hon Bill Shorten MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Shorten1967
Minister for Mental Health and Ageing,The Hon Mark Butler MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Butler1970
Special Minister of State for the Public Service and Integrity,The Hon Gary Gray MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Gray1958
Minister for Defence Materiel,The Hon Jason Clare MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Outer Ministry,21 February 2011 - 3 March 2011,Clare1972
Parliamentary Secretary to the Treasurer,The Hon David Bradbury MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Bradbury1976
Parliamentary Secretary for School Education and Workplace Relations,Senator the Hon Jacinta Collins,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Collins1962
Parliamentary Secretary for Community Services,The Hon Julie Collins MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Collins1971
Parliamentary Secretary for Climate Change and Energy Efficiency,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Dreyfus1956
Cabinet Secretary,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Dreyfus1956
Parliamentary Secretary for Trade,The Hon Justine Elliot MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Elliot1967
Parliamentary Secretary for Sustainability and Urban Water,Senator the Hon Don Farrell,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Farrell1954
Parliamentary Secretary for Defence,Senator the Hon David Feeney,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Feeney1970
"Parliamentary Secretary for Agriculture, Fisheries and Forestry",The Hon Mike Kelly MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Kelly1960
Parliamentary Secretary for Health and Ageing,The Hon Catherine King MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,King1966
Parliamentary Secretary for Infrastructure and Transport,The Hon Catherine King MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,King1966
Parliamentary Secretary for Immigration and Multicultural Affairs,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Lundy1967
Parliamentary Secretary to the Prime Minister,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Lundy1967
Parliamentary Secretary for Pacific Island Affairs,The Hon Richard Marles MP,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,Marles1967
Parliamentary Secretary for Disabilities and Carers,Senator the Hon Jan McLucas,inputs/data/australia/ministry_lists/2011-02-21-2011-03-03.html,Parliamentary Secretaries,21 February 2011 - 3 March 2011,McLucas1958
Prime Minister,The Hon Julia Gillard MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Gillard1961
Treasurer,The Hon Wayne Swan MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Swan1954
Deputy Prime Minister,The Hon Wayne Swan MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Swan1954
Minister for Foreign Affairs,The Hon Kevin Rudd MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Rudd1957
"Minister for Tertiary Education, Skills, Jobs and Workplace Relations",Senator the Hon Chris Evans,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Evans1958
Leader of the Government in the Senate,Senator the Hon Chris Evans,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Evans1958
"Minister for Regional Australia, Regional Development and Local Government",The Hon Simon Crean MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Crean1949
Minister for the Arts,The Hon Simon Crean MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Crean1949
Minister for Defence,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Smith1955
Deputy Leader of the House,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Smith1955
Minister for Health and Ageing,The Hon Nicola Roxon MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Roxon1967
"Minister for Families, Housing, Community Services and Indigenous Affairs",The Hon Jenny Macklin MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Macklin1953
Minister for Infrastructure and Transport,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Albanese1963
Leader of the House,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Albanese1963
"Minister for Broadband, Communications and the Digital Economy",Senator the Hon Stephen Conroy,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Conroy1963
Minister Assisting the Prime Minister on Digital Productivity,Senator the Hon Stephen Conroy,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Conroy1963
Deputy Leader of the Government in the Senate,Senator the Hon Stephen Conroy,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Conroy1963
"Minister for Innovation, Industry, Science and Research",Senator the Hon Kim Carr,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Carr1955
Minister for Finance and Deregulation,Senator the Hon Penny Wong,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Wong1968
"Minister for School Education, Early Childhood and Youth",The Hon Peter Garrett MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Garrett1953
Attorney-General,The Hon Robert McClelland MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,McClelland1958
Vice-President of the Executive Council,The Hon Robert McClelland MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,McClelland1958
"Minister for Agriculture, Fisheries and Forestry",Senator the Hon Joseph Ludwig,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Ludwig1959
Minister Assisting the Attorney-General on Queensland Floods Recovery,Senator the Hon Joseph Ludwig,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Ludwig1959
Manager of Government Business in the Senate,Senator the Hon Joseph Ludwig,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Ludwig1959
"Minister for Sustainability, Environment, Water, Population and Communities",The Hon Tony Burke MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Burke1969
Minister for Resources and Energy,The Hon Martin Ferguson MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Ferguson1953
Minister for Tourism,The Hon Martin Ferguson MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Ferguson1953
Minister for Immigration and Citizenship,The Hon Chris Bowen MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Bowen1973
Minister for Trade,The Hon Craig Emerson MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Emerson1954
Minister for Climate Change and Energy Efficiency,The Hon Greg Combet MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Cabinet,3 March 2011 - 12 September 2011,Combet1958
Minister for Human Services,The Hon Tanya Plibersek MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Plibersek1969
Minister for Social Inclusion,The Hon Tanya Plibersek MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Plibersek1969
Minister for Home Affairs,The Hon Brendan O'Connor MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,OConnor1962
Minister for Justice,The Hon Brendan O'Connor MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,OConnor1962
Minister for Privacy and Freedom of Information,The Hon Brendan O'Connor MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,OConnor1962
Minister for Employment Participation and Childcare,The Hon Kate Ellis MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Ellis1977
Minister for the Status of Women,The Hon Kate Ellis MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Ellis1977
Minister for Indigenous Employment and Economic Development,Senator the Hon Mark Arbib,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Arbib1971
Minister for Sport,Senator the Hon Mark Arbib,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Arbib1971
Minister for Social Housing and Homelessness,Senator the Hon Mark Arbib,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Arbib1971
Minister for Small Business,Senator the Hon Nick Sherry,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Sherry1955
Minister Assisting on Deregulation and Public Sector Superannuation,Senator the Hon Nick Sherry,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Sherry1955
Minister Assisting the Minister for Tourism,Senator the Hon Nick Sherry,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Sherry1955
Minister for Veterans' Affairs,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Snowdon1950
Minister for Defence Science and Personnel,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Snowdon1950
Minister for Indigenous Health,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Snowdon1950
Minister Assisting the Prime Minister on the Centenary of ANZAC,The Hon Warren Snowdon MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Snowdon1950
Assistant Treasurer,The Hon Bill Shorten MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Shorten1967
Minister for Financial Services and Superannuation,The Hon Bill Shorten MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Shorten1967
Minister for Mental Health and Ageing,The Hon Mark Butler MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Butler1970
Special Minister of State,The Hon Gary Gray MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Gray1958
Special Minister of State for the Public Service and Integrity,The Hon Gary Gray MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Gray1958
Minister for Defence Materiel,The Hon Jason Clare MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Outer Ministry,3 March 2011 - 12 September 2011,Clare1972
Parliamentary Secretary to the Treasurer,The Hon David Bradbury MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Bradbury1976
Parliamentary Secretary for School Education and Workplace Relations,Senator the Hon Jacinta Collins,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Collins1962
Parliamentary Secretary for Community Services,The Hon Julie Collins MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Collins1971
Parliamentary Secretary for Climate Change and Energy Efficiency,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Dreyfus1956
Cabinet Secretary,The Hon Mark Dreyfus MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Dreyfus1956
Parliamentary Secretary for Trade,The Hon Justine Elliot MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Elliot1967
Parliamentary Secretary for Sustainability and Urban Water,Senator the Hon Don Farrell,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Farrell1954
Parliamentary Secretary for Defence,Senator the Hon David Feeney,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Feeney1970
"Parliamentary Secretary for Agriculture, Fisheries and Forestry",The Hon Mike Kelly MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Kelly1960
Parliamentary Secretary for Health and Ageing,The Hon Catherine King MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,King1966
Parliamentary Secretary for Infrastructure and Transport,The Hon Catherine King MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,King1966
Parliamentary Secretary for Immigration and Multicultural Affairs,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Lundy1967
Parliamentary Secretary to the Prime Minister,Senator the Hon Kate Lundy,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Lundy1967
Parliamentary Secretary for Pacific Island Affairs,The Hon Richard Marles MP,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,Marles1967
Parliamentary Secretary for Disabilities and Carers,Senator the Hon Jan McLucas,inputs/data/australia/ministry_lists/2011-03-03-2011-09-12.html,Parliamentary Secretaries,3 March 2011 - 12 September 2011,McLucas1958
Prime Minister,The Hon Julia Gillard MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Gillard1961
Treasurer,The Hon Wayne Swan MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Swan1954
Deputy Prime Minister,The Hon Wayne Swan MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Swan1954
Minister for Foreign Affairs,The Hon Kevin Rudd MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Rudd1957
"Minister for Tertiary Education, Skills, Jobs and Workplace Relations",Senator the Hon Chris Evans,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Evans1958
Leader of the Government in the Senate,Senator the Hon Chris Evans,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Evans1958
"Minister for Regional Australia, Regional Development and Local Government",The Hon Simon Crean MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Crean1949
Minister for the Arts,The Hon Simon Crean MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Crean1949
Minister for Defence,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Smith1955
Deputy Leader of the House,The Hon Stephen Smith MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Smith1955
Minister for Health and Ageing,The Hon Nicola Roxon MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Roxon1967
"Minister for Families, Housing, Community Services and Indigenous Affairs",The Hon Jenny Macklin MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Macklin1953
Minister for Infrastructure and Transport,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Albanese1963
Leader of the House,The Hon Anthony Albanese MP,inputs/data/australia/ministry_lists/2011-09-12-2011-12-14.html,Cabinet,12 September 2011 - 14 December 2011,Albanese1963
